"dataset","method","normalization","pathway","sample_fraction","n_subsampled","n_total","mean_rank_cor","sd_rank_cor","full_effect","mean_sub_effect","sd_sub_effect"
"ipf_lung","ssGSEA","log2CPM","interferon_signaling",0.3,342,1141,0.88630303030303,0.113941236054004,-0.373090577345066,-0.37163978529129,0.111681328917375
"ipf_lung","ssGSEA","log2CPM","jak_stat",0.3,342,1141,0.88630303030303,0.113941236054004,-0.11272643608063,-0.101620680153673,0.113074798010287
"ipf_lung","ssGSEA","log2CPM","insulin_signaling",0.3,342,1141,0.88630303030303,0.113941236054004,-0.487990672126699,-0.48906592383127,0.107661363064218
"ipf_lung","ssGSEA","log2CPM","glucose_metabolism",0.3,342,1141,0.88630303030303,0.113941236054004,-0.391957285567183,-0.399240646272505,0.104693099045895
"ipf_lung","ssGSEA","log2CPM","nfkb_signaling",0.3,342,1141,0.88630303030303,0.113941236054004,0.0180970301885306,0.0355637238114118,0.115060082949958
"ipf_lung","ssGSEA","log2CPM","toll_like_receptor",0.3,342,1141,0.88630303030303,0.113941236054004,-0.133942730822859,-0.141295719854838,0.0913951858396724
"ipf_lung","ssGSEA","log2CPM","tgfb_signaling",0.3,342,1141,0.88630303030303,0.113941236054004,-0.0940561205017347,-0.0731806142233973,0.0931143317685926
"ipf_lung","ssGSEA","log2CPM","oxidative_stress",0.3,342,1141,0.88630303030303,0.113941236054004,-0.103918996437427,-0.0985189594180139,0.103060514457091
"ipf_lung","ssGSEA","log2CPM","ecm_remodeling",0.3,342,1141,0.88630303030303,0.113941236054004,-0.0584166601765074,-0.0419800384302886,0.104018217871661
"ipf_lung","ssGSEA","log2CPM","raas",0.3,342,1141,0.88630303030303,0.113941236054004,-0.278102350736835,-0.283909563963894,0.125663375976172
"ipf_lung","ssGSEA","log2CPM","interferon_signaling",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.373090577345066,-0.355091452785951,0.0783908112045664
"ipf_lung","ssGSEA","log2CPM","jak_stat",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.11272643608063,-0.115336882719119,0.0751795167970809
"ipf_lung","ssGSEA","log2CPM","insulin_signaling",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.487990672126699,-0.476060784576348,0.0571529051256005
"ipf_lung","ssGSEA","log2CPM","glucose_metabolism",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.391957285567183,-0.376295234490721,0.0771124145245158
"ipf_lung","ssGSEA","log2CPM","nfkb_signaling",0.5,570,1141,0.917575757575757,0.0785162531515472,0.0180970301885306,0.0357474010900237,0.0652658542585657
"ipf_lung","ssGSEA","log2CPM","toll_like_receptor",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.133942730822859,-0.14707109047035,0.0547842301629472
"ipf_lung","ssGSEA","log2CPM","tgfb_signaling",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.0940561205017347,-0.101784506315491,0.0607855010193634
"ipf_lung","ssGSEA","log2CPM","oxidative_stress",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.103918996437427,-0.0978422099136915,0.0718110390676982
"ipf_lung","ssGSEA","log2CPM","ecm_remodeling",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.0584166601765074,-0.0587500416326505,0.0626460173717938
"ipf_lung","ssGSEA","log2CPM","raas",0.5,570,1141,0.917575757575757,0.0785162531515472,-0.278102350736835,-0.265040022312581,0.0617714186344287
"ipf_lung","ssGSEA","log2CPM","interferon_signaling",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.373090577345066,-0.375043302925076,0.0551744542214394
"ipf_lung","ssGSEA","log2CPM","jak_stat",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.11272643608063,-0.117935229640078,0.0468741382059152
"ipf_lung","ssGSEA","log2CPM","insulin_signaling",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.487990672126699,-0.476358389876608,0.0359255088491926
"ipf_lung","ssGSEA","log2CPM","glucose_metabolism",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.391957285567183,-0.387493623700876,0.046390897171019
"ipf_lung","ssGSEA","log2CPM","nfkb_signaling",0.7,799,1141,0.937939393939394,0.0725059506019836,0.0180970301885306,0.0127942945397742,0.0438929714316226
"ipf_lung","ssGSEA","log2CPM","toll_like_receptor",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.133942730822859,-0.124160430880636,0.0463729653411969
"ipf_lung","ssGSEA","log2CPM","tgfb_signaling",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.0940561205017347,-0.0995621730805524,0.0480586085202724
"ipf_lung","ssGSEA","log2CPM","oxidative_stress",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.103918996437427,-0.0888703800679646,0.0476967204965733
"ipf_lung","ssGSEA","log2CPM","ecm_remodeling",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.0584166601765074,-0.0477603244427508,0.0522036043899588
"ipf_lung","ssGSEA","log2CPM","raas",0.7,799,1141,0.937939393939394,0.0725059506019836,-0.278102350736835,-0.286385777576761,0.0446860132805956
"ipf_lung","ssGSEA","log2CPM","interferon_signaling",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.373090577345066,-0.372294020178966,0.0246317955000141
"ipf_lung","ssGSEA","log2CPM","jak_stat",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.11272643608063,-0.108268981247169,0.0219596678481849
"ipf_lung","ssGSEA","log2CPM","insulin_signaling",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.487990672126699,-0.491278000085904,0.0246535626216088
"ipf_lung","ssGSEA","log2CPM","glucose_metabolism",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.391957285567183,-0.388214954751868,0.0208106046946289
"ipf_lung","ssGSEA","log2CPM","nfkb_signaling",0.9,1027,1141,0.98060606060606,0.0223101276653248,0.0180970301885306,0.0129615805686964,0.0173304942075302
"ipf_lung","ssGSEA","log2CPM","toll_like_receptor",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.133942730822859,-0.136865806302125,0.0221005515780445
"ipf_lung","ssGSEA","log2CPM","tgfb_signaling",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.0940561205017347,-0.0952385553139586,0.0237351152694289
"ipf_lung","ssGSEA","log2CPM","oxidative_stress",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.103918996437427,-0.101709684074835,0.0191914616238822
"ipf_lung","ssGSEA","log2CPM","ecm_remodeling",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.0584166601765074,-0.0529612172909747,0.0287186486680942
"ipf_lung","ssGSEA","log2CPM","raas",0.9,1027,1141,0.98060606060606,0.0223101276653248,-0.278102350736835,-0.274013643791642,0.0201049074137873
"ipf_lung","ssGSEA","voom","interferon_signaling",0.3,342,1141,0.73769696969697,0.177330897644021,-0.195178838365378,-0.181572098759404,0.114746634263784
"ipf_lung","ssGSEA","voom","jak_stat",0.3,342,1141,0.73769696969697,0.177330897644021,0.175291192707544,0.163872807515977,0.11365839454125
"ipf_lung","ssGSEA","voom","insulin_signaling",0.3,342,1141,0.73769696969697,0.177330897644021,-0.0720760768635442,-0.0944719483690897,0.1198518114771
"ipf_lung","ssGSEA","voom","glucose_metabolism",0.3,342,1141,0.73769696969697,0.177330897644021,-0.100514466410954,-0.0948393636082072,0.100873702697003
"ipf_lung","ssGSEA","voom","nfkb_signaling",0.3,342,1141,0.73769696969697,0.177330897644021,-0.0364094240285101,-0.0384833592766211,0.102702649009978
