"dataset","method","normalization","pathway","spearman_cor","rank_correlation","n_samples"
"dcm_heart","ssGSEA","log2CPM","interferon_signaling",0.999990945580988,0.999990945580988,569
"dcm_heart","ssGSEA","log2CPM","jak_stat",0.999993876867718,0.999993876867718,569
"dcm_heart","ssGSEA","log2CPM","insulin_signaling",0.999972706463553,0.999972706463553,569
"dcm_heart","ssGSEA","log2CPM","glucose_metabolism",0.999968146684194,0.999968146684194,569
"dcm_heart","ssGSEA","log2CPM","nfkb_signaling",0.999965736515104,0.999965736515104,569
"dcm_heart","ssGSEA","log2CPM","toll_like_receptor",0.999990098764821,0.999990098764821,569
"dcm_heart","ssGSEA","log2CPM","tgfb_signaling",0.999960460198989,0.999960460198989,569
"dcm_heart","ssGSEA","log2CPM","oxidative_stress",0.999964629140117,0.999964629140117,569
"dcm_heart","ssGSEA","log2CPM","ecm_remodeling",0.999992508933911,0.999992508933911,569
"dcm_heart","ssGSEA","log2CPM","raas",0.99997127339004,0.99997127339004,569
"dcm_heart","ssGSEA","scran","interferon_signaling",0.926939762709082,0.926939762709082,569
"dcm_heart","ssGSEA","scran","jak_stat",0.830911656229115,0.830911656229115,569
"dcm_heart","ssGSEA","scran","insulin_signaling",0.296066473766287,0.296066473766287,569
"dcm_heart","ssGSEA","scran","glucose_metabolism",0.750664946109922,0.750664946109922,569
"dcm_heart","ssGSEA","scran","nfkb_signaling",0.98083127383299,0.98083127383299,569
"dcm_heart","ssGSEA","scran","toll_like_receptor",0.872808276911492,0.872808276911492,569
"dcm_heart","ssGSEA","scran","tgfb_signaling",0.867731548852825,0.867731548852825,569
"dcm_heart","ssGSEA","scran","oxidative_stress",0.840148531555628,0.840148531555628,569
"dcm_heart","ssGSEA","scran","ecm_remodeling",0.906728605840947,0.906728605840947,569
"dcm_heart","ssGSEA","scran","raas",0.84945022088874,0.84945022088874,569
"dcm_heart","ssGSEA","sctransform","interferon_signaling",0.840251843127957,0.840251843127957,569
"dcm_heart","ssGSEA","sctransform","jak_stat",0.892526586770647,0.892526586770647,569
"dcm_heart","ssGSEA","sctransform","insulin_signaling",0.955862378042187,0.955862378042187,569
