"dataset","method","normalization","pathway","sample_fraction","n_subsampled","n_total","mean_rank_cor","sd_rank_cor","full_effect","mean_sub_effect","sd_sub_effect"
"ckd_kidney","ssGSEA","log2CPM","interferon_signaling",0.3,195,651,0.923636363636363,0.0724898205677384,-0.0743161456031117,-0.0710909222948777,0.101467254147062
"ckd_kidney","ssGSEA","log2CPM","jak_stat",0.3,195,651,0.923636363636363,0.0724898205677384,-0.0323585742831775,-0.0142371865934607,0.124176804067667
"ckd_kidney","ssGSEA","log2CPM","insulin_signaling",0.3,195,651,0.923636363636363,0.0724898205677384,0.422476784002298,0.422561902497737,0.126984065352478
"ckd_kidney","ssGSEA","log2CPM","glucose_metabolism",0.3,195,651,0.923636363636363,0.0724898205677384,-0.314023896610412,-0.320971163779147,0.108031122322704
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling",0.3,195,651,0.923636363636363,0.0724898205677384,-0.508365864538942,-0.49738892033847,0.1284454726586
"ckd_kidney","ssGSEA","log2CPM","toll_like_receptor",0.3,195,651,0.923636363636363,0.0724898205677384,-0.109393350471252,-0.123724075493452,0.127527230452245
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling",0.3,195,651,0.923636363636363,0.0724898205677384,-0.148360338986144,-0.129854951504889,0.146683646723883
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress",0.3,195,651,0.923636363636363,0.0724898205677384,-0.0220502792662896,-0.037323886605149,0.1236022093982
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling",0.3,195,651,0.923636363636363,0.0724898205677384,0.385984921706618,0.362583714705934,0.1369439689664
"ckd_kidney","ssGSEA","log2CPM","raas",0.3,195,651,0.923636363636363,0.0724898205677384,0.153458118735426,0.135249587187467,0.116334825558022
"ckd_kidney","ssGSEA","log2CPM","interferon_signaling",0.5,325,651,0.958060606060606,0.0348228509415281,-0.0743161456031117,-0.0803034255856274,0.0696414032471982
"ckd_kidney","ssGSEA","log2CPM","jak_stat",0.5,325,651,0.958060606060606,0.0348228509415281,-0.0323585742831775,-0.0294055140155973,0.0871724850190937
"ckd_kidney","ssGSEA","log2CPM","insulin_signaling",0.5,325,651,0.958060606060606,0.0348228509415281,0.422476784002298,0.444431559094179,0.0911047296300623
"ckd_kidney","ssGSEA","log2CPM","glucose_metabolism",0.5,325,651,0.958060606060606,0.0348228509415281,-0.314023896610412,-0.329942714382453,0.0724757291913233
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling",0.5,325,651,0.958060606060606,0.0348228509415281,-0.508365864538942,-0.515164636825612,0.072729178037647
"ckd_kidney","ssGSEA","log2CPM","toll_like_receptor",0.5,325,651,0.958060606060606,0.0348228509415281,-0.109393350471252,-0.108823166256182,0.0775075888844665
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling",0.5,325,651,0.958060606060606,0.0348228509415281,-0.148360338986144,-0.141521974406705,0.0690168979304676
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress",0.5,325,651,0.958060606060606,0.0348228509415281,-0.0220502792662896,-0.028656150889194,0.0734298560220926
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling",0.5,325,651,0.958060606060606,0.0348228509415281,0.385984921706618,0.413201672252986,0.0840712825118618
"ckd_kidney","ssGSEA","log2CPM","raas",0.5,325,651,0.958060606060606,0.0348228509415281,0.153458118735426,0.16005481011055,0.0830135823556825
"ckd_kidney","ssGSEA","log2CPM","interferon_signaling",0.7,456,651,0.979878787878788,0.0235663298123922,-0.0743161456031117,-0.0848444981942136,0.0575867502877218
"ckd_kidney","ssGSEA","log2CPM","jak_stat",0.7,456,651,0.979878787878788,0.0235663298123922,-0.0323585742831775,-0.0489768185599326,0.0468641341368956
"ckd_kidney","ssGSEA","log2CPM","insulin_signaling",0.7,456,651,0.979878787878788,0.0235663298123922,0.422476784002298,0.413318482028443,0.0552595901401908
"ckd_kidney","ssGSEA","log2CPM","glucose_metabolism",0.7,456,651,0.979878787878788,0.0235663298123922,-0.314023896610412,-0.304926892735611,0.0605240096957142
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling",0.7,456,651,0.979878787878788,0.0235663298123922,-0.508365864538942,-0.505798921856271,0.0602157139975907
"ckd_kidney","ssGSEA","log2CPM","toll_like_receptor",0.7,456,651,0.979878787878788,0.0235663298123922,-0.109393350471252,-0.10836283575276,0.0523234344479544
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling",0.7,456,651,0.979878787878788,0.0235663298123922,-0.148360338986144,-0.145945260726756,0.0494072161204032
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress",0.7,456,651,0.979878787878788,0.0235663298123922,-0.0220502792662896,-0.0148176556857228,0.0445623570308535
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling",0.7,456,651,0.979878787878788,0.0235663298123922,0.385984921706618,0.396326089470902,0.048860297336221
"ckd_kidney","ssGSEA","log2CPM","raas",0.7,456,651,0.979878787878788,0.0235663298123922,0.153458118735426,0.153041261484034,0.0620974201948331
"ckd_kidney","ssGSEA","log2CPM","interferon_signaling",0.9,586,651,0.99369696969697,0.00783633489107168,-0.0743161456031117,-0.0721318676528884,0.026132621293115
"ckd_kidney","ssGSEA","log2CPM","jak_stat",0.9,586,651,0.99369696969697,0.00783633489107168,-0.0323585742831775,-0.027986392564379,0.028908831155307
"ckd_kidney","ssGSEA","log2CPM","insulin_signaling",0.9,586,651,0.99369696969697,0.00783633489107168,0.422476784002298,0.420362647161472,0.020784005239179
"ckd_kidney","ssGSEA","log2CPM","glucose_metabolism",0.9,586,651,0.99369696969697,0.00783633489107168,-0.314023896610412,-0.314445137850987,0.026237006869814
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling",0.9,586,651,0.99369696969697,0.00783633489107168,-0.508365864538942,-0.510269027428233,0.0282962611002718
