"dataset","method","normalization","pathway","cor_with_cell_count","variance_ratio","n_outlier_samples","median_cell_count"
"ckd_kidney","ssGSEA","log2CPM","interferon_signaling",-0.554339400053521,0.940785597513473,81,184
"ckd_kidney","ssGSEA","log2CPM","jak_stat",-0.760909836885002,0.741561487002102,81,184
"ckd_kidney","ssGSEA","log2CPM","insulin_signaling",-0.54240152021892,0.660943064596205,81,184
"ckd_kidney","ssGSEA","log2CPM","glucose_metabolism",-0.435559382315948,0.916736013243853,81,184
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling",-0.0478204161882759,1.31645124976186,81,184
"ckd_kidney","ssGSEA","log2CPM","toll_like_receptor",-0.706643585396718,1.36331033032533,81,184
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling",-0.305227072227433,0.777251176899157,81,184
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress",-0.483551170719183,1.06795796382655,81,184
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling",-0.58260520262325,0.399835191840783,81,184
"ckd_kidney","ssGSEA","log2CPM","raas",-0.40619912457898,0.410596596763176,81,184
"ckd_kidney","ssGSEA","voom","interferon_signaling",-0.276962074324195,1.34407735508501,81,184
"ckd_kidney","ssGSEA","voom","jak_stat",-0.302389926916903,1.36698220080726,81,184
"ckd_kidney","ssGSEA","voom","insulin_signaling",0.127313875592211,0.828244159477514,81,184
"ckd_kidney","ssGSEA","voom","glucose_metabolism",0.00645148971319253,1.29958497187663,81,184
"ckd_kidney","ssGSEA","voom","nfkb_signaling",-0.227830290979847,1.0106703748669,81,184
"ckd_kidney","ssGSEA","voom","toll_like_receptor",-0.232709984314361,1.80484224658169,81,184
"ckd_kidney","ssGSEA","voom","tgfb_signaling",-0.179361900788434,0.86033206065221,81,184
"ckd_kidney","ssGSEA","voom","oxidative_stress",-0.135605637571604,0.729989100367442,81,184
"ckd_kidney","ssGSEA","voom","ecm_remodeling",-0.0936215979330795,0.994157085627441,81,184
"ckd_kidney","ssGSEA","voom","raas",-0.1110396045391,0.638451264436761,81,184
"ckd_kidney","ssGSEA","scran","interferon_signaling",-0.276962074324195,1.34407735508501,81,184
"ckd_kidney","ssGSEA","scran","jak_stat",-0.302389926916903,1.36698220080726,81,184
"ckd_kidney","ssGSEA","scran","insulin_signaling",0.127313875592211,0.828244159477514,81,184
"ckd_kidney","ssGSEA","scran","glucose_metabolism",0.00645148971319253,1.29958497187663,81,184
"ckd_kidney","ssGSEA","scran","nfkb_signaling",-0.227830290979847,1.0106703748669,81,184
