"dataset","method","normalization","pathway","sample_fraction","n_subsampled","n_total","mean_rank_cor","sd_rank_cor","full_effect","mean_sub_effect","sd_sub_effect"
"covid_lung","ssGSEA","log2CPM","interferon_signaling",0.3,304,1014,0.934545454545454,0.0807008152223795,0.848657369155862,0.838736170541107,0.158815980553245
"covid_lung","ssGSEA","log2CPM","jak_stat",0.3,304,1014,0.934545454545454,0.0807008152223795,0.469499175117943,0.457199164059695,0.157028453935059
"covid_lung","ssGSEA","log2CPM","insulin_signaling",0.3,304,1014,0.934545454545454,0.0807008152223795,0.40193129698994,0.390549041030796,0.12950250948933
"covid_lung","ssGSEA","log2CPM","glucose_metabolism",0.3,304,1014,0.934545454545454,0.0807008152223795,0.608280191598016,0.636053494143981,0.12831692923706
"covid_lung","ssGSEA","log2CPM","nfkb_signaling",0.3,304,1014,0.934545454545454,0.0807008152223795,0.0187148887498756,0.0171874970285965,0.138924010998341
"covid_lung","ssGSEA","log2CPM","toll_like_receptor",0.3,304,1014,0.934545454545454,0.0807008152223795,0.484313907548066,0.492030908715401,0.109029177787044
"covid_lung","ssGSEA","log2CPM","tgfb_signaling",0.3,304,1014,0.934545454545454,0.0807008152223795,0.11689033810432,0.117479295155752,0.14871246381556
"covid_lung","ssGSEA","log2CPM","oxidative_stress",0.3,304,1014,0.934545454545454,0.0807008152223795,-0.117889217479668,-0.110755611470713,0.109389243033316
"covid_lung","ssGSEA","log2CPM","ecm_remodeling",0.3,304,1014,0.934545454545454,0.0807008152223795,0.213242548168111,0.207557344964761,0.116180943289955
"covid_lung","ssGSEA","log2CPM","raas",0.3,304,1014,0.934545454545454,0.0807008152223795,0.382913973190025,0.379927780277869,0.129879784035318
"covid_lung","ssGSEA","log2CPM","interferon_signaling",0.5,507,1014,0.970181818181818,0.039880257795851,0.848657369155862,0.846279069996491,0.111863705882319
"covid_lung","ssGSEA","log2CPM","jak_stat",0.5,507,1014,0.970181818181818,0.039880257795851,0.469499175117943,0.486851762866485,0.0965180829235839
"covid_lung","ssGSEA","log2CPM","insulin_signaling",0.5,507,1014,0.970181818181818,0.039880257795851,0.40193129698994,0.390281741295612,0.0756057791295753
"covid_lung","ssGSEA","log2CPM","glucose_metabolism",0.5,507,1014,0.970181818181818,0.039880257795851,0.608280191598016,0.627366879522082,0.0922988531158513
"covid_lung","ssGSEA","log2CPM","nfkb_signaling",0.5,507,1014,0.970181818181818,0.039880257795851,0.0187148887498756,0.0327559043985195,0.0751131920887212
"covid_lung","ssGSEA","log2CPM","toll_like_receptor",0.5,507,1014,0.970181818181818,0.039880257795851,0.484313907548066,0.468794791805841,0.0891084650049968
"covid_lung","ssGSEA","log2CPM","tgfb_signaling",0.5,507,1014,0.970181818181818,0.039880257795851,0.11689033810432,0.119925404521453,0.0804760740250019
"covid_lung","ssGSEA","log2CPM","oxidative_stress",0.5,507,1014,0.970181818181818,0.039880257795851,-0.117889217479668,-0.0987707377673935,0.0784878591457811
"covid_lung","ssGSEA","log2CPM","ecm_remodeling",0.5,507,1014,0.970181818181818,0.039880257795851,0.213242548168111,0.191317793738701,0.0630488795707466
"covid_lung","ssGSEA","log2CPM","raas",0.5,507,1014,0.970181818181818,0.039880257795851,0.382913973190025,0.382387626708146,0.0827860214744244
"covid_lung","ssGSEA","log2CPM","interferon_signaling",0.7,710,1014,0.986181818181818,0.0191277339178284,0.848657369155862,0.847079705280478,0.072046938558168
"covid_lung","ssGSEA","log2CPM","jak_stat",0.7,710,1014,0.986181818181818,0.0191277339178284,0.469499175117943,0.467090163996785,0.0591566078801287
"covid_lung","ssGSEA","log2CPM","insulin_signaling",0.7,710,1014,0.986181818181818,0.0191277339178284,0.40193129698994,0.382502079835362,0.051742819678659
"covid_lung","ssGSEA","log2CPM","glucose_metabolism",0.7,710,1014,0.986181818181818,0.0191277339178284,0.608280191598016,0.604619365324624,0.0563619224449503
"covid_lung","ssGSEA","log2CPM","nfkb_signaling",0.7,710,1014,0.986181818181818,0.0191277339178284,0.0187148887498756,0.018351991507947,0.0571480876493812
"covid_lung","ssGSEA","log2CPM","toll_like_receptor",0.7,710,1014,0.986181818181818,0.0191277339178284,0.484313907548066,0.478063646830992,0.0583383865904043
